"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CCDC12",0.0510468485296662,-0.172063194354303,0.692,0.743,1
"CDC73",0.0512779372461819,-0.148494031855943,0.827,0.829,1
"PRPSAP2",0.0513580413783688,0.260796971269715,0.5,0.347,1
"ACAA2",0.0513605086729499,-0.146075803837707,0.75,0.808,1
"PRKRA",0.0516435648255417,-0.147354912143475,0.596,0.712,1
"BCAS2",0.051773825822357,-0.168934968796889,0.692,0.74,1
"TGS1",0.051821249743401,-0.163221317602496,0.538,0.668,1
"EN1",0.051841848126001,-0.161874891894979,0.712,0.837,1
"FOPNL",0.0518822262018129,-0.20174438940584,0.538,0.573,1
"CEP63",0.0519412512142127,-0.167508676005594,0.577,0.639,1
"SEPT9",0.0519504436119734,-0.115612679623214,0.942,0.906,1
"FANCD2",0.0520208799258299,0.530191133644628,0.423,0.183,1
"CAMSAP2",0.0521479376620469,-0.19953955398858,0.308,0.428,1
"NAAA",0.0521534013096081,-0.339394466709986,0.173,0.261,1
"MUC16",0.0521854402622807,0.60241361939498,0.5,0.106,1
"TOMM22",0.0522416409342099,-0.135243774475803,0.788,0.857,1
"TXNL4A",0.0523113779626339,0.320203156656598,0.962,0.93,1
"CARF",0.0523863504561162,-0.245015408766143,0.135,0.276,1
"SLC3A2",0.0524341842487984,-0.190116544665556,0.923,0.902,1
"TAX1BP1",0.052469410296118,0.348965262390384,0.962,0.96,1
"NFATC3",0.0525407428432854,0.296904071204886,0.788,0.536,1
"TTLL4",0.0525519631196286,-0.218813643565813,0.288,0.382,1
"FBXL6",0.0525921791713202,-0.195420139990644,0.577,0.616,1
"NCL",0.0526341953189134,-0.193438915911526,0.904,0.942,1
"CRABP2",0.0527375069722036,0.719367124968161,0.538,0.275,1
"ALCAM",0.0527592997705863,0.377347063760207,0.615,0.382,1
"STK24",0.0528069112155058,0.277247396831942,0.615,0.532,1
"NDUFS1",0.0535865022727091,-0.192968660996548,0.442,0.525,1
"ATM",0.0536631244205824,0.280385333873119,0.423,0.238,1
"EMG1",0.053756231331359,-0.174642496682321,0.865,0.853,1
"KHSRP",0.0538546610704118,0.26471317569079,0.596,0.409,1
"MLXIP",0.0538780678693767,0.286972627089964,0.731,0.569,1
"DEF6",0.0539571007793384,-0.275921450351858,0.115,0.269,1
"POLR2J2",0.0540515241726485,-0.189236907646095,0.404,0.483,1
"EIF4E",0.0540869249914942,-0.183322523659005,0.481,0.587,1
"ZNF770",0.0541265776827966,0.353837118616857,0.442,0.206,1
"TLE1",0.0541300769057408,-0.151004150847207,0.596,0.662,1
"EXOC5",0.0542143905739254,0.288598970718059,0.442,0.369,1
"PARP1",0.0542652665011119,-0.164090847537942,0.865,0.917,1
"NFYC",0.05442020496313,-0.195868551502343,0.327,0.41,1
"BOP1",0.0544671287992826,-0.242172658997318,0.692,0.677,1
"GALNT11",0.0545288945612549,-0.186158128879655,0.365,0.468,1
"DUSP14",0.054869835185282,0.324398183811248,0.462,0.386,1
"LIPA",0.0548923665480011,0.318346314112111,0.519,0.328,1
"TXNDC9",0.054998062982179,-0.183685420162212,0.577,0.633,1
"RPS27L",0.0550579244054697,-0.0990112393515283,0.904,0.934,1
"CECR5",0.0551785601700926,0.239843540010272,0.712,0.546,1
"TBC1D2",0.0552590441792126,-0.257858191740571,0.135,0.264,1
"FAM63B",0.0552929824398266,0.412856599453828,0.423,0.191,1
"SMAGP",0.0553146602169322,-0.177691800410829,0.385,0.529,1
"LAMTOR3",0.0555298928321978,-0.175770768115153,0.519,0.602,1
"CLN5",0.0556466636652951,0.251816181676348,0.423,0.252,1
"MESP1",0.0556853109919903,-0.255092329102337,0.769,0.755,1
"CD2BP2",0.0557596334124669,-0.11881310935649,0.904,0.894,1
"ACOX3",0.0559278646879413,-0.224235058530434,0.25,0.346,1
"LRRC45",0.0559593747679254,-0.302419803412545,0.115,0.25,1
"NARS",0.0560679175406535,-0.0756500967524447,0.923,0.964,1
"EVA1B",0.0562724213241289,0.359321807144333,0.423,0.258,1
"ILF3",0.0563646881683425,-0.198554390714777,0.673,0.684,1
"SOX10",0.056429141663712,-0.169026939283702,0.423,0.548,1
"DDX1",0.0564923413792034,0.267670132877185,0.865,0.766,1
"CNN2",0.0565457527876443,0.287149254788628,0.731,0.645,1
"PABPN1",0.056577659427392,0.264623957976968,0.712,0.532,1
"SMARCA4",0.0566494671573008,-0.161072851023919,0.596,0.696,1
"DERL1",0.0568334795024358,-0.137081180138706,0.846,0.863,1
"FKBPL",0.057105528994462,-0.207615436960949,0.25,0.365,1
"DUSP1",0.0571231213897603,-0.106852460026033,0.712,0.734,1
"BOC",0.0571821687323436,-0.244778726780396,0.327,0.346,1
"DDX27",0.0572292596365269,-0.138547211935901,0.731,0.734,1
"RCC1",0.0572314234350511,0.260429311981056,0.5,0.358,1
"DHPS",0.0573041340829015,-0.172884414953215,0.481,0.585,1
"TRIAP1",0.0573333036984404,-0.174577115373667,0.481,0.552,1
"GLIPR1",0.0573910216329641,-0.161146989364637,0.385,0.435,1
"ARFGAP2",0.0575136817603896,-0.185589130630951,0.346,0.483,1
"RNF214",0.0575535550993783,-0.205115098309301,0.327,0.38,1
"COX16",0.0576362376916748,-0.197794466149922,0.25,0.37,1
"RMDN3",0.0576774398994988,0.306120961779205,0.442,0.338,1
"CYLD",0.0577603318936349,0.31115032105875,0.423,0.285,1
"CUX1",0.0577701686387336,0.364197408550277,0.635,0.572,1
"MORN2",0.0578844371289886,-0.202979026840231,0.385,0.483,1
"GDI2",0.0578891385780448,-0.119816430809923,0.981,0.977,1
"BPIFB1",0.0579032474765342,0.781007711101836,0.308,0.073,1
"HLA-DRB1",0.0579859695436016,-0.746876437136866,0.346,0.345,1
"JTB",0.0580662042625051,-0.048808400002792,1,0.981,1
"SAYSD1",0.0581605640995056,-0.152018473292348,0.865,0.838,1
"STK16",0.0583115846432969,-0.191741357612546,0.327,0.425,1
"TRA2A",0.0583451766480156,0.26419990613218,0.75,0.68,1
"RASD1",0.0583461708688703,0.517990295040709,0.442,0.246,1
"DDX42",0.0585193518265642,-0.176448476774482,0.538,0.581,1
"ALG5",0.0585454088527927,-0.105177180130926,0.712,0.833,1
"CLCN3",0.0585956701214353,-0.19974719362761,0.346,0.437,1
"THEMIS2",0.0587264973183245,0.340172056097195,0.462,0.304,1
"RPL23",0.0587794865596,0.179443235481662,1,0.993,1
"PHF10",0.0591114361172117,0.278484132138428,0.442,0.301,1
"RRP9",0.0591372330426219,-0.217760593842989,0.288,0.398,1
"RPA1",0.0592510538619025,-0.186372281853053,0.404,0.485,1
"NFYA",0.0592975911725228,0.275627142947417,0.577,0.437,1
"COL27A1",0.0596474883882192,-0.214614904145314,0.308,0.439,1
"MAPK6",0.0597447339888903,0.324934110880363,0.385,0.248,1
"MLLT10",0.0597743404779134,0.283525041403686,0.635,0.604,1
"SF1",0.0598464820368093,0.268690000240744,0.808,0.808,1
"RP2",0.0598631392768519,0.328631778727179,0.423,0.227,1
"PAAF1",0.0599831920574838,-0.212464836622345,0.308,0.382,1
"IRX3",0.0601855585214077,0.297145757283834,0.827,0.719,1
"SHC4",0.0602061502570766,-0.218503753103686,0.404,0.476,1
"MTRF1L",0.0603817714774629,0.331869433242383,0.423,0.254,1
"SOCS3",0.0603895508524258,-0.129810602773271,0.558,0.629,1
"ACVR2A",0.060445943704023,-0.252146596931321,0.115,0.256,1
"ATP6V1C1",0.0604491268872736,-0.106525658321071,0.788,0.872,1
"ZNRF2",0.0604495156765616,0.435717626546767,0.404,0.21,1
"ENY2",0.0604622632274303,-0.0614729949371418,1,0.995,1
"CISD1",0.0605049689442465,-0.174780723376219,0.481,0.571,1
"KDSR",0.0606258587604059,-0.119439625574583,0.75,0.824,1
"RP11-382A20.3",0.0606321245978562,0.290169989578423,0.519,0.397,1
"NRAS",0.0606649346189548,0.255874398250701,0.538,0.32,1
"NOL8",0.0607251279724797,0.249389444281808,0.5,0.38,1
"PSMA4",0.0607707321488688,-0.141069750144492,0.981,0.987,1
"NKAP",0.0608369882812983,0.2647910429318,0.731,0.486,1
"CDS2",0.0608446205097607,0.249389444281808,0.596,0.396,1
"CRIP2",0.0608738552017521,-0.0539345596600782,0.846,0.894,1
"DHCR7",0.0608783787070553,-0.161901175639809,0.827,0.832,1
"TOMM20",0.0608989268759696,-0.110214778374395,0.981,0.991,1
"FAM168B",0.061127678462526,0.276338500810417,0.423,0.295,1
"STT3A",0.0611367528554428,-0.166381658495824,0.712,0.689,1
"GPR89A",0.0612005161320751,-0.157661792260595,0.654,0.72,1
"ASL",0.0612334041187875,-0.180499309034332,0.404,0.49,1
"ERF",0.0612504871200116,0.270336269647146,0.558,0.401,1
"CDC26",0.0613581711734022,-0.138547211935901,0.635,0.732,1
"SSR3",0.0615939177058752,-0.159680959897247,0.923,0.923,1
"EXOSC6",0.0617742260009506,0.254510290845611,0.692,0.563,1
"SCAF11",0.0617954037314599,-0.151337902362639,0.788,0.832,1
"MED20",0.061796676431929,-0.184664029579124,0.5,0.563,1
"USP15",0.0619235615331746,-0.179823284939626,0.423,0.495,1
"FRMD3",0.0620508370164462,-0.288316537584029,0.231,0.307,1
"PRKAA1",0.0621223197228548,0.270431859843695,0.5,0.326,1
"DAXX",0.0621545326662084,-0.147220838908781,0.654,0.681,1
"PACS2",0.0622545852882529,-0.192102437589625,0.25,0.377,1
"CLCN5",0.0624493682306384,0.32323051496851,0.442,0.241,1
"B3GAT2",0.0625184475281832,0.409301748623206,0.404,0.157,1
"RYK",0.0626729407582705,0.243580031576583,0.692,0.595,1
"IFNGR1",0.0628182646195735,-0.145485836063485,0.673,0.736,1
"SLC20A2",0.0630346511354599,0.303251446247697,0.615,0.55,1
"LMF2",0.0633269206231843,-0.161534940974609,0.577,0.627,1
"SLC25A13",0.0633672723301543,-0.206290039494382,0.212,0.338,1
"MTSS1",0.0634494050694299,-0.279106479331919,0.192,0.31,1
"RASAL2",0.0634948711460602,-0.197168649525834,0.423,0.489,1
"EPCAM",0.0636448928866623,-0.110713046098133,1,0.999,1
"C21orf59",0.0637208651364183,-0.173114122360928,0.519,0.642,1
"MED4",0.0637407821234486,-0.11820620141206,0.808,0.868,1
"KHDRBS3",0.0637981655413867,-0.12395750791404,0.635,0.7,1
"GABARAPL2",0.0638837471399402,-0.0625782405256068,1,0.976,1
"RNF8",0.0641189235209097,0.275693283694288,0.673,0.524,1
"VGLL1",0.0641478899516331,0.371892633668098,0.712,0.556,1
"ATG101",0.0642111438592684,-0.148604221530314,0.769,0.787,1
"SLC25A5",0.0645018629605485,0.300064660284098,0.962,0.922,1
"HGH1",0.0647348482811635,-0.218346536840152,0.269,0.355,1
"CREB3",0.0647499556339004,-0.142312327839515,0.731,0.769,1
"TALDO1",0.0649489174335298,-0.0952143832978103,0.981,0.969,1
"AC093323.3",0.0650312854449563,-0.198080074814147,0.231,0.353,1
"PPME1",0.0652360633700243,-0.15632761966071,0.577,0.696,1
"TSR3",0.0652373526373689,-0.0974506218015248,0.827,0.896,1
"ATP8B1",0.0652396652943618,0.291129105701174,0.519,0.314,1
"SIAH1",0.0652925810994202,-0.146121408088713,0.654,0.709,1
"AC002310.12",0.0653905222732821,-0.243474273577915,0.135,0.261,1
"DUSP3",0.0656246217789958,0.25427183340266,0.519,0.367,1
"CTPS2",0.0656554490410752,-0.213656039118249,0.173,0.326,1
"TMEM209",0.065746332734125,-0.226837416898467,0.173,0.285,1
"TSPAN14",0.0659084452154633,-0.16125980126921,0.481,0.557,1
"ABCF2",0.0659229996423036,-0.191055525799221,0.327,0.445,1
"SEC61B",0.0659781110281494,0.273138047054417,1,0.988,1
"SERPINH1",0.0660261461545849,-0.206924077158147,0.923,0.953,1
"TCTEX1D2",0.0660581763742723,0.297401396988928,0.635,0.561,1
"LLNLR-245B6.1",0.0662153575842892,0.251816181676348,0.538,0.402,1
"CTSL",0.0662514719511927,-0.189671957405273,0.712,0.754,1
"NFKB1",0.0663222700792309,0.278010122221576,0.385,0.296,1
"SRP72",0.066392742074915,0.249759008875354,0.846,0.894,1
"TMED1",0.0664702832625667,0.260861321279355,0.558,0.548,1
"ATXN3",0.0665074316080108,0.249995746051979,0.692,0.59,1
"ZNF674-AS1",0.0667595239106273,0.347716099589457,0.481,0.211,1
"C6orf52",0.0669636867137283,-0.236470299633135,0.154,0.268,1
"CHRM3",0.0669875006771198,-0.267016729974797,0.173,0.271,1
"SFMBT2",0.0670975621290864,0.262542588269406,0.423,0.308,1
"MDK",0.0671088793795011,-0.0857065052624604,1,0.999,1
"RPL26L1",0.0672082899996817,0.260131449888352,0.769,0.716,1
"FUNDC2",0.0672335880589732,0.282189830719867,0.808,0.77,1
"ABHD12",0.0672673686114428,0.318331376056116,0.731,0.703,1
"BAG3",0.0672830344329947,0.288969180093814,0.538,0.503,1
"TTC39C",0.0673827231161702,0.323965967432183,0.423,0.217,1
"PPP4R3B",0.0673834877173303,0.273842488006347,0.654,0.546,1
"SMTN",0.067407502079534,0.501996740738088,0.712,0.735,1
"PPP4C",0.0674713672954499,-0.00805094507876269,0.981,0.98,1
"ZDHHC20",0.067541842528816,0.249146994900364,0.481,0.326,1
"ANAPC16",0.0676544510457827,-0.0728144335908381,0.885,0.952,1
"C18orf8",0.0676608071732237,-0.198845227333217,0.269,0.374,1
"HRAS",0.0677211613157581,-0.169647586761929,0.519,0.596,1
"G3BP2",0.0678166612790314,0.274386593251676,0.481,0.419,1
"AQR",0.0679146974932811,0.38209537865837,0.385,0.175,1
"CT83",0.0679926650582199,0.307772587650363,0.519,0.213,1
"GPN1",0.0684616740012105,0.279533600084203,0.615,0.51,1
"MED25",0.0685782793521752,-0.200419935556746,0.192,0.347,1
"CTBP2",0.0686384629427944,0.305941395537316,0.75,0.684,1
"HSD17B12",0.0688563512218371,0.280540470712979,0.75,0.682,1
"RPS13",0.0689027974425794,-0.00473862637117861,1,0.997,1
"PRKCSH",0.0690028746956767,-0.130980980602288,0.865,0.86,1
"AKT3",0.0690157167007207,0.316096933008611,0.462,0.386,1
"FTSJ3",0.0692436467631601,-0.187151334401234,0.308,0.388,1
"ZNF131",0.0693046808989395,-0.173306929347525,0.538,0.592,1
"MGLL",0.0694976198432426,0.41256953722041,0.385,0.219,1
"CTU1",0.0695110139167127,-0.190513009270236,0.327,0.406,1
"MYC",0.0695178386612358,-0.392487286056041,0.288,0.373,1
"RBP1",0.0696425816947907,0.199260537043405,0.577,0.44,1
"SNRPD1",0.070060263717785,-0.100067588810961,0.981,0.978,1
"HSBP1",0.0701087414315616,0.24185793650655,1,0.995,1
"CRYZL1",0.0701161193247648,-0.189619007667103,0.5,0.537,1
"PSMB6",0.0703075712114187,0.271308108714471,0.962,0.926,1
"CBLL1",0.0708721767920753,-0.211840022822675,0.135,0.299,1
"IRX1",0.0708983750355418,-0.125361773776477,0.481,0.598,1
"NARF",0.0710106398171124,-0.106870463221132,0.75,0.787,1
"PSMC3",0.0711324464245562,-0.123723875046091,0.788,0.805,1
"RTF1",0.0714019225092585,0.229800718152854,0.846,0.715,1
"LRRC16A",0.0714022482895865,-0.213069867053057,0.192,0.311,1
"HMOX2",0.0714129524058932,-0.162616033330605,0.769,0.758,1
"EIF4G1",0.0714491613784799,-0.15919545679344,0.712,0.82,1
"FXYD5",0.0714864362579428,-0.076401221000443,0.962,0.964,1
"GNB2L1",0.0715040788658927,-0.0267844815469136,1,0.996,1
"APPBP2",0.0715350484947197,-0.182879843372964,0.442,0.494,1
"AC245100.1",0.071543959112574,-0.226231115128297,0.154,0.281,1
"HSPA9",0.0717324626835199,-0.148574541638095,0.865,0.853,1
"ERICH1",0.0719543469429919,-0.172519062184586,0.442,0.53,1
"PGAP2",0.0720115572711952,-0.219489537249241,0.173,0.323,1
"ACYP2",0.0721657128848531,0.288200332170537,0.442,0.246,1
"NDEL1",0.072270402062765,0.262787299497351,0.442,0.306,1
"ARL3",0.0722725282231423,0.256078208530508,0.538,0.497,1
"PTGES2",0.0724443083031567,-0.138283415852594,0.692,0.708,1
"GINM1",0.072549760947545,0.268091721389178,0.538,0.405,1
"TRAM2-AS1",0.0727338924856185,0.319349339361813,0.404,0.211,1
"PLEKHG1",0.0728785642405977,0.398036922527392,0.385,0.16,1
"COPS5",0.0728937369652289,-0.0960384203443465,0.923,0.913,1
"SMOC2",0.0729398940992549,-0.266266975057356,0.212,0.269,1
"LASP1",0.0729444625612108,-0.155503404441659,0.327,0.472,1
"CHST3",0.0730188321640746,-0.194194921198628,0.346,0.385,1
"SLC25A24",0.0731827411407643,0.24447420633518,0.5,0.413,1
"ELF1",0.0734171476860087,-0.115008451185338,0.615,0.665,1
"NDUFAF3",0.073468687519368,-0.122867152565634,0.808,0.829,1
"MBTPS1",0.0734905260694749,0.251816181676348,0.692,0.534,1
"SMUG1",0.0735129564629204,-0.158365388949095,0.5,0.584,1
"TMEM63B",0.0739184201656996,-0.0864308789372279,0.923,0.922,1
"FOXC2",0.0739389064189931,0.264431958864804,0.692,0.579,1
"CAT",0.0739491014229987,-0.18378838767918,0.327,0.41,1
"YKT6",0.073950807386778,0.260131449888351,0.673,0.472,1
"METTL2B",0.0740998669580916,-0.194306347732059,0.231,0.336,1
"TMEM167B",0.0742142264551783,-0.176744761702242,0.308,0.419,1
"TUNAR",0.0742423845485154,0.674972413922095,0.346,0.102,1
"NME2",0.0744412678655643,-0.179410555701826,0.288,0.384,1
"GNPTG",0.0744493235279673,0.272356960117184,0.577,0.494,1
"CPTP",0.0748846345262763,0.246235149413048,0.423,0.311,1
"C21orf2",0.0749295465966148,0.265701707931298,0.481,0.288,1
"SNX16",0.0749408327976839,-0.190406146928726,0.231,0.363,1
"MAP4K4",0.0750745555772308,0.246966782014952,0.519,0.374,1
"LIMK2",0.075226538411802,0.306166278388474,0.692,0.576,1
"BLVRA",0.0752935545827755,0.244829751360241,0.596,0.367,1
"TYROBP",0.0753356117964401,-0.297870844297278,0.288,0.312,1
"C6orf226",0.0753621264003068,-0.128850326281056,0.923,0.896,1
"TTC39B",0.0753816786909144,0.428819904824015,0.385,0.144,1
"KIAA1671",0.0754048520591647,0.283273613197945,0.462,0.238,1
"RAB29",0.0754319232220337,-0.186061293960607,0.404,0.545,1
"ZNF250",0.0754620749474128,-0.179315293722797,0.404,0.467,1
"INTS3",0.0755562972916544,0.269686858515036,0.423,0.299,1
"TMPO",0.0755964127672934,-0.22347219870431,0.385,0.455,1
"EEF1E1",0.075623071688612,0.216882391566961,0.615,0.431,1
"PPP1CB",0.0757397098038997,0.366416540720729,1,0.943,1
"TMEM181",0.0759728110403168,0.317226071322636,0.404,0.316,1
"FAM91A1",0.0760097982747628,0.234186287654557,0.673,0.557,1
"SWI5",0.0760287192939912,-0.149546380705419,0.596,0.623,1
"RNF6",0.0762802158443562,-0.166557030165752,0.404,0.485,1
"TRIM37",0.0763304711533593,-0.213245473533816,0.192,0.292,1
"RANBP2",0.0763807892744079,0.241168937476839,0.538,0.336,1
"HNRNPA1",0.0764970910572812,-0.046888956393718,0.962,0.989,1
"ATP5F1",0.076957244437369,-0.116147836174183,0.865,0.865,1
"BCL7C",0.076967594029077,-0.0956644007042162,0.942,0.91,1
"THOC6",0.0769990505575211,0.258464557685714,0.692,0.612,1
"METTL9",0.0770567126911789,-0.0668934064865621,0.981,0.953,1
"FLII",0.0771808548506965,0.249830365752504,0.596,0.528,1
"ABCC10",0.0771973914314909,0.222646262761042,0.615,0.443,1
"RPL37",0.0773727534684891,0.0802537414687583,1,0.999,1
"C2",0.0776416207019477,0.405304293307987,0.385,0.166,1
"RPS15A",0.0777189099987198,0.141296597131091,1,1,1
"ORAI3",0.0777613393970658,-0.171395249048196,0.288,0.462,1
"FAM208B",0.0777978511490234,0.304743314803367,0.731,0.553,1
"SLTM",0.0777983163521453,-0.114586542351619,0.827,0.83,1
"CELF2",0.0778102495473875,0.36593227421788,0.462,0.223,1
"SH3BP5L",0.078178983299162,-0.199355103656209,0.288,0.366,1
"DDR1",0.0783442435764628,0.254983460755031,0.808,0.688,1
"FBXO6",0.0784203383033586,-0.185267423629753,0.269,0.366,1
"TMEM139",0.0784219199128053,-0.215257086138814,0.404,0.517,1
"LYAR",0.0785521076022736,-0.294871349091379,0.519,0.456,1
"UBTD1",0.078559867524681,0.246299176708782,0.385,0.315,1
"NIPA2",0.0787819106231002,0.236721447972765,0.538,0.429,1
"SORT1",0.0790367282833925,0.257672301799613,0.75,0.608,1
"TSPAN10",0.0791627414529929,-0.193847281633259,0.25,0.349,1
"WBP1L",0.079243968460892,-0.179046284764178,0.231,0.345,1
"CLDN7",0.0793452667520992,0.396847003967816,0.981,0.96,1
"RNF11",0.079464239374784,-0.161193636255513,0.442,0.56,1
"CELF4",0.0794959915040778,0.333012264524329,0.5,0.495,1
"FAM208A",0.0795350120510143,-0.179046284764178,0.25,0.366,1
"LSM3",0.0795754262274369,0.27387923567356,0.942,0.887,1
"MT-ND5",0.0796080166658121,-0.0942851570107877,1,0.993,1
"PHF6",0.0796376233281727,0.258742239342021,0.462,0.275,1
"MFSD14A",0.0796447018381533,-0.178563004531572,0.288,0.464,1
"PDHX",0.0797067397434929,-0.139459959901749,0.385,0.522,1
"C2orf76",0.079740044053591,-0.153969946129952,0.5,0.541,1
"TPR",0.0797408536161335,-0.0609850275649286,0.942,0.941,1
"ANGEL2",0.0797917314796886,0.236865840210376,0.481,0.35,1
"MLLT1",0.079801294624581,0.266735601512087,0.346,0.237,1
"MRPS34",0.0798358572929149,-0.09077818716132,0.962,0.921,1
"ALDH6A1",0.0798448579398705,-0.203752797328551,0.231,0.33,1
"PCYOX1",0.0799061451817626,-0.194904385211395,0.288,0.419,1
"OPLAH",0.0801238855349124,-0.203511038628213,0.231,0.306,1
"ARIH1",0.0803010264334168,-0.168708943240927,0.404,0.487,1
"CSTB",0.0804143795297273,0.283694260707918,1,1,1
"PRDM2",0.0807060475327296,0.290585751840923,0.346,0.289,1
"CHID1",0.0809433774465885,0.26136186789956,0.769,0.619,1
"VPS13C",0.0810067145073663,0.293428371348718,0.423,0.271,1
"CDK2",0.0810426692048511,-0.207615436960949,0.25,0.345,1
"TBL1X",0.0811767550689865,0.238413477073859,0.712,0.544,1
"GSN",0.0812158297392164,-0.0260740012043299,1,0.976,1
"OLFM2",0.0812187425892042,-0.188431880399776,0.308,0.41,1
"PSME4",0.0812949186292761,0.274300195827727,0.5,0.353,1
"PCID2",0.0815155797620607,-0.180908850643368,0.327,0.424,1
"TMEM175",0.081577852213792,-0.202140306894798,0.173,0.323,1
"PWP1",0.0816442163776183,-0.14753021988303,0.519,0.63,1
"GADD45B",0.0819116280908103,-0.104149920791394,0.885,0.853,1
"ID4",0.0821028403437553,-0.334887653041233,0.288,0.378,1
"ATP5O",0.0822189818907483,-0.0676872150925565,1,0.97,1
"CHP1",0.0822775057628859,0.306143344065705,0.519,0.433,1
"RBBP6",0.0823024453175202,-0.117965036472846,0.769,0.832,1
"PPL",0.0826343003563207,0.287221517807547,0.5,0.421,1
"TMEM129",0.0829531520363522,-0.202077253419519,0.5,0.489,1
"NCOA6",0.0829655443993858,-0.219226727331238,0.135,0.271,1
"GSDMC",0.0829820929920249,0.304110689118561,0.519,0.331,1
"NPM1",0.0832157945424599,-0.0790974032192358,1,0.996,1
"FNBP4",0.0832572786071043,-0.172737112722694,0.442,0.52,1
"SREK1",0.0832669545647557,0.271218712898863,0.731,0.604,1
"CAB39",0.0833340049253459,0.260228421492548,0.423,0.299,1
"GAS7",0.0835019457690487,-0.228615735573502,0.173,0.279,1
"SRRM2",0.0835449449426217,0.25736016944188,0.942,0.958,1
"RPAIN",0.08358774066151,0.226224467773607,0.846,0.608,1
"LMO4",0.083719559817082,0.348754318647044,0.481,0.315,1
"CXADR",0.0838842055416977,0.237345698868015,0.673,0.459,1
"TRAPPC4",0.0838971712177128,-0.159667004297229,0.692,0.719,1
"CHMP5",0.0840456692829575,-0.0864137255401149,0.962,0.93,1
"NPC2",0.0840549664126716,-0.0268021193759007,0.981,0.987,1
"AHSA1",0.0840995959109598,-0.11143877549995,0.808,0.838,1
