"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"UBR5",0.561791057561974,-0.04172031255479,0.75,0.705,1
"KMT2C",0.561802402004549,0.133543945543848,0.712,0.603,1
"RAD9A",0.562052228142559,0.107136429037156,0.423,0.283,1
"RP11-66N11.8",0.562223416256084,0.146021517653751,0.288,0.172,1
"EML3",0.562339750400959,-0.0344541370020256,0.308,0.299,1
"NCAPH2",0.562353470518369,-0.0140778782966864,0.327,0.328,1
"EHBP1L1",0.562371524202589,0.162061528918019,0.308,0.226,1
"DRAM1",0.562428457683553,0.137881129064818,0.269,0.187,1
"MIR4458HG",0.562729594930583,0.140247952630536,0.788,0.845,1
"GGA1",0.562751583234569,-0.0145195872476971,0.577,0.552,1
"PSMF1",0.563382114559777,0.148146253002288,0.615,0.705,1
"INTS1",0.563477886841829,0.116072502230407,0.442,0.324,1
"LIN7C",0.56361896538772,0.15709752442321,0.25,0.183,1
"ARHGAP8",0.563638321525956,-0.0440384016011213,0.231,0.262,1
"CDK2AP2",0.564166764905728,0.116515967024068,0.692,0.611,1
"SAR1B",0.56421493609896,0.105784386545028,0.635,0.572,1
"THOC1",0.564290058786977,-0.038613760376322,0.308,0.287,1
"NTPCR",0.56429265908752,0.119483068371431,0.75,0.654,1
"RAB11FIP4",0.56463290812073,-0.029247101461563,0.327,0.33,1
"CTDSP2",0.565068803928033,0.123829969349833,0.558,0.522,1
"YTHDF1",0.56512637498134,-0.027005339713021,0.346,0.381,1
"SRA1",0.565259200231737,-0.0178174057688015,0.558,0.55,1
"ZMYND11",0.565446116733976,0.128330038591419,0.827,0.729,1
"DCBLD1",0.565584946087974,0.150278155214286,0.288,0.199,1
"CENPF",0.565619599554031,-0.721952276750472,0.25,0.277,1
"RGS14",0.565658440043572,-0.0354428964429694,0.231,0.322,1
"MARVELD2",0.565970413316329,0.099813088231298,0.442,0.354,1
"ADNP2",0.566007446256691,0.176980948753758,0.308,0.171,1
"TYMP",0.566091503391735,0.0759285660393862,0.846,0.869,1
"GLMP",0.566177039311516,0.218777557738851,0.885,0.873,1
"SOCS6",0.566243212727818,0.108495331331099,0.346,0.262,1
"HIRIP3",0.566500343696514,-0.0549684269504725,0.327,0.384,1
"MTA3",0.566550680234868,0.141470072359562,0.654,0.63,1
"DOCK7",0.566695599620383,0.124228126791496,0.327,0.236,1
"THUMPD2",0.567041920110501,-0.0349554677973982,0.308,0.311,1
"ADPGK",0.567451520709064,-0.00728801801662116,0.558,0.515,1
"TAF8",0.567542013254062,-0.0244531962193142,0.577,0.585,1
"SBK1",0.567676170474671,-0.011436005883407,0.462,0.459,1
"SIVA1",0.567720192154703,0.146867609324733,0.75,0.795,1
"LOXL1",0.567751329935472,0.152671535378373,0.346,0.237,1
"RAB17",0.56807205888312,0.124704263773009,0.327,0.25,1
"HUS1",0.568358323341127,0.112470303341236,0.423,0.32,1
"CH17-189H20.1",0.568593148811879,-0.0183567594586677,0.25,0.231,1
"KRTCAP2",0.569010259945772,0.142526604842438,0.981,0.989,1
"NAE1",0.569155569137466,0.119944526005743,0.731,0.715,1
"ZNF518B",0.569200481854477,0.17772720250938,0.25,0.135,1
"CHAMP1",0.569475071866006,0.146463181530119,0.327,0.246,1
"ATF6",0.569623336380817,0.16474090121837,0.712,0.685,1
"DYRK4",0.569849784171011,0.093422774536505,0.596,0.507,1
"ROGDI",0.569944907115066,0.141301800388364,0.481,0.513,1
"ZNF738",0.569970550139627,0.105184441685873,0.288,0.24,1
"COL12A1",0.570147311305297,0.211174197179002,0.25,0.12,1
"NFX1",0.570156769634842,0.106268110368597,0.423,0.367,1
"XRCC4",0.570197396564323,-0.0204811454864139,0.269,0.269,1
"RABEP1",0.570217770681156,-0.0267193176976339,0.423,0.406,1
"MMP11",0.5702392155748,0.0978327241030571,0.442,0.318,1
"AP5S1",0.570265407206485,0.164353340426008,0.288,0.202,1
"CCDC174",0.57028595581619,-0.0260476406796405,0.462,0.429,1
"ZNF426",0.570484851022685,0.131964948654601,0.308,0.244,1
"ANKRD49",0.570499597530934,-0.0408473187058197,0.442,0.425,1
"BTG1",0.570725482460198,0.174903259766918,0.904,0.931,1
"H2AFY",0.570738873980303,0.173112627331183,0.885,0.927,1
"IGKC",0.570963620422812,0.106385742154784,0.5,0.406,1
"SIDT2",0.571382645235865,-0.0347065770798158,0.25,0.234,1
"ATXN2",0.571461187821432,0.112026898207354,0.462,0.378,1
"CAPZA1",0.571591816179329,0.165842958566495,0.846,0.773,1
"MSI2",0.572053144566804,-0.0230902454412181,0.346,0.373,1
"FXR2",0.572172365995387,-0.0319767843242435,0.192,0.275,1
"MRPS18A",0.572233477159738,0.120543942890564,0.981,0.981,1
"ZNF236",0.572284518702355,0.13325957132444,0.327,0.213,1
"WDR73",0.572681530158054,-0.0484360165595116,0.288,0.37,1
"ZNF146",0.572774469534712,0.00874350750022512,0.404,0.475,1
"HES4",0.573076707517568,-0.0929299955561063,0.712,0.573,1
"TMEM230",0.573168610307352,0.195740257270259,0.942,0.93,1
"NCOA3",0.573180360279152,0.107497836370101,0.442,0.331,1
"SREK1IP1",0.573460603675632,-0.00515647137024455,0.596,0.584,1
"SF3A2",0.573757265951138,-0.0130572238212271,0.5,0.514,1
"ICE1",0.573785083537525,-0.0265866255806499,0.404,0.417,1
"APOOL",0.573829639320261,0.120792531050427,0.308,0.213,1
"CISD2",0.573894780758498,0.0207415172400993,0.615,0.689,1
"EIF2B1",0.574267605912679,0.119178413098229,0.442,0.425,1
"MICU2",0.574417309590945,-0.0188314082673211,0.558,0.602,1
"TMED9",0.574645717470897,0.130416562503987,0.981,0.97,1
"B3GAT3",0.574856059539382,0.119990970168928,0.615,0.596,1
"TAOK1",0.574957191349022,0.118175297558812,0.442,0.362,1
"XPO4",0.575107792838215,0.203142334940658,0.269,0.124,1
"EEFSEC",0.575151570797474,0.126153480410079,0.308,0.266,1
"ICAM1",0.575204766217086,-0.0413660936620353,0.212,0.392,1
"SDE2",0.575410241364117,0.100253001343683,0.404,0.345,1
"CLDN23",0.57552434774038,-0.047958770972464,0.25,0.252,1
"ZC3H8",0.575903960701483,-0.0415427610142434,0.231,0.268,1
"ERAL1",0.57594796650106,0.117330849489328,0.423,0.381,1
"CEBPG",0.576154134659414,-0.00951190220704279,0.442,0.451,1
"ATG13",0.576193457462089,-0.0319767843242435,0.269,0.279,1
"PLOD2",0.576275955252682,0.257071907127843,0.808,0.822,1
"RANBP9",0.57636954223837,-0.0372645476805953,0.404,0.35,1
"CDC42SE2",0.576575316893309,-0.0367533162645835,0.25,0.306,1
"PLPPR2",0.576833533839241,0.197110289586213,0.25,0.129,1
"FAM120C",0.576956181888492,0.163545334221248,0.288,0.179,1
"MGA",0.577290794339114,0.198023364315645,0.269,0.124,1
"RAPH1",0.577534819735465,-0.0276766468906178,0.288,0.266,1
"ERCC4",0.577777330260595,-0.0224151711797181,0.423,0.42,1
"STOML2",0.578039019318874,0.141092494227046,0.885,0.903,1
"ARID4A",0.578069063361031,-0.0230902454412181,0.365,0.396,1
"MPC1",0.578211631051794,0.132594619977351,0.673,0.633,1
"SCARB1",0.578456318351429,0.124595631188274,0.769,0.662,1
"RAPGEF2",0.578482906513532,0.147479521861612,0.288,0.17,1
"MSLN",0.579109477157177,-0.134291446553767,0.327,0.272,1
"STAU1",0.579268977463242,0.14829807226138,0.865,0.847,1
"NINL",0.579526847948538,0.156516846194042,0.269,0.188,1
"RPL10A",0.579592460005073,0.0144998680993362,1,0.999,1
"NUP214",0.580117469924109,0.108513703643799,0.404,0.297,1
"EFTUD2",0.580160398854218,-0.0421750367078915,0.327,0.322,1
"PRPF4",0.580278339776583,-0.0159252268349737,0.442,0.424,1
"HARS",0.580341923049113,-0.0311177815951511,0.442,0.393,1
"ZBTB18",0.580477880620648,-0.0518000349340728,0.346,0.316,1
"SORBS1",0.580556772161937,0.131785477969578,0.269,0.214,1
"PDGFA",0.580644114549883,0.11488053632024,0.346,0.25,1
"MFAP1",0.580970507950738,-0.0212023127300681,0.365,0.397,1
"RCAN3",0.581138754662685,-0.0260476406796405,0.327,0.41,1
"TRIM45",0.581307743483699,-0.0400993441445748,0.212,0.257,1
"LAMC1",0.581518949246415,0.00490144120583103,0.635,0.633,1
"TLN1",0.581566028988269,0.00950525485235332,0.769,0.717,1
"TLE3",0.582705053991306,-0.0395628498514076,0.231,0.288,1
"CDR2",0.58273862662454,-0.0527820346730976,0.192,0.25,1
"TIMP2",0.582793377870476,0.0952483962994912,0.981,0.953,1
"PTPRM",0.583433869579904,0.157400579784242,0.25,0.155,1
"ZUFSP",0.58348802884698,0.131785477969578,0.308,0.237,1
"SLC35F5",0.583770979175908,-0.0272564342492173,0.385,0.42,1
"TIMM50",0.583919268201001,-0.014231462694648,0.481,0.476,1
"SPG21",0.584002792615051,0.0531839644895364,0.846,0.911,1
"AP3M1",0.584073829625029,-0.0513284375315989,0.212,0.268,1
"PYCRL",0.584100049846855,-0.0317837945519149,0.519,0.44,1
"ROCK1",0.584478072909803,0.148329165608719,0.75,0.725,1
"SRSF1",0.584571912871933,0.00971243371215458,0.635,0.682,1
"CPT1A",0.584613048553116,0.103917486564034,0.481,0.353,1
"ISY1",0.584634030163405,-0.0100505227251113,0.558,0.579,1
"BOD1",0.584880493520056,0.131162442588999,0.519,0.518,1
"DDT",0.584949305752288,0.135126615411212,0.981,0.948,1
"PTPRE",0.585729762948645,0.184252897863713,0.308,0.164,1
"TIMM8A",0.586482249148864,0.0914381916738262,0.346,0.249,1
"TCTN1",0.586863803764613,0.110322447021078,0.519,0.41,1
"SFSWAP",0.587428064244476,0.111050060114002,0.462,0.396,1
"TOM1L2",0.587485578774394,0.148897868730781,0.269,0.191,1
"ZNF205",0.587679180050135,-0.0237512445607634,0.346,0.374,1
"TMEM185A",0.587990606771001,0.133171685177729,0.269,0.192,1
"LARP1B",0.588031008677606,-0.0257177938525608,0.308,0.345,1
"SRSF11",0.58804700133736,0.15071593250209,0.846,0.868,1
"AP2A1",0.588159120426968,-0.0193586127463798,0.423,0.428,1
"SMIM10L1",0.588205286277347,-0.0180402401417135,0.577,0.634,1
"FAM136A",0.588464275375363,-0.0178819544384565,0.596,0.522,1
"R3HDM4",0.588780556759062,0.119133698472526,0.481,0.503,1
"MAP2K4",0.589029370013935,0.12121623625939,0.327,0.248,1
"PRR36",0.589190975802106,0.148897868730781,0.25,0.172,1
"ABHD5",0.589221740786743,-0.0246689424498474,0.462,0.46,1
"XKR9",0.589545569206655,0.121552073200278,0.558,0.544,1
"NFRKB",0.589876578727592,-0.0328605179144426,0.212,0.273,1
"CCNL1",0.590032602630205,0.106264129152867,0.865,0.919,1
"SKIV2L2",0.590122730766447,0.0928936742915074,0.404,0.32,1
"CMIP",0.590263916919912,0.104566618201933,0.385,0.281,1
"AGO3",0.590353762936962,-0.0316743769110395,0.327,0.312,1
"CRK",0.590479257499487,0.124561796480058,0.596,0.611,1
"MOB2",0.590579003304648,-0.0205560887367819,0.346,0.374,1
"RNASE1",0.590722097077614,-0.0588846577877604,0.346,0.373,1
"SMCR8",0.590879067624498,0.18006034168573,0.25,0.125,1
"SMOC1",0.591004836234597,0.0109930549327127,0.385,0.416,1
"TOP3A",0.591039360269271,0.15709752442321,0.269,0.182,1
"GBA",0.591066520225776,0.127200342008542,0.865,0.822,1
"CUTA",0.591228689858357,0.0935729852816714,1,1,1
"ATP13A3",0.591239937551623,0.109842442795198,0.365,0.336,1
"RMI2",0.591388050440671,0.167210934850828,0.404,0.324,1
"DHX29",0.591482682029471,-0.0244431116388358,0.538,0.476,1
"PAM",0.591504906689132,0.113681488697976,0.75,0.813,1
"UBE4A",0.591589787915629,-0.00996534084736411,0.365,0.369,1
"UBE2D4",0.591951816843607,0.162517616751825,0.346,0.234,1
"YWHAG",0.591983908811267,-0.00606179013292185,0.635,0.58,1
"TICAM1",0.592358721192096,0.130730813206498,0.269,0.273,1
"GLTP",0.5925140207252,-0.00350651476240249,0.558,0.542,1
"U2SURP",0.592554359106091,0.00895965778018448,0.904,0.832,1
"SUPT6H",0.592733366339198,0.139262359463178,0.327,0.254,1
"ELF5",0.593207766413585,-0.0426097938671293,0.788,0.704,1
"NXT1",0.593275455319056,0.00831473374580227,0.615,0.634,1
"KIAA0101",0.593818053031359,0.241832093103726,0.288,0.266,1
"NISCH",0.59450894492674,-0.0343111917831675,0.288,0.277,1
"CBR3",0.595193062574657,0.118210620503771,0.25,0.186,1
"GMCL1",0.595305635025938,-0.00985138839353983,0.404,0.452,1
"NRTN",0.595457937725445,0.105836875859068,0.308,0.209,1
"CENPV",0.595477350645085,0.0943713189673716,0.365,0.217,1
"PSMD10",0.595479715672078,-0.036918734488796,0.442,0.451,1
"PHYH",0.59555933675128,-0.0541296146691588,0.885,0.84,1
"SDF2",0.595577130407318,0.0112459258909028,0.731,0.786,1
"ZDHHC3",0.595606090556915,-0.00194041056943506,0.462,0.483,1
"HECA",0.595790712127432,0.158034035355731,0.269,0.132,1
"C9orf69",0.596072722362545,-0.0244431116388358,0.481,0.505,1
"PIM2",0.596121924076157,0.169542178646805,0.269,0.163,1
"CGN",0.596171228153036,0.148897868730781,0.288,0.187,1
"PPIC",0.596758488425335,0.319720246178151,0.75,0.787,1
"NEK3",0.596858376993176,-0.0495645358069289,0.25,0.246,1
"LTA4H",0.59716787150026,-0.033285256398636,0.327,0.374,1
"BTBD10",0.597321591007848,-0.0167875047882358,0.404,0.402,1
"MAPK8IP3",0.597391797904641,0.171548841830212,0.25,0.127,1
"EGLN2",0.59755263670595,-0.010163236877608,0.558,0.503,1
"SEPW1",0.597613464418653,0.0526479801526176,1,0.981,1
"SCGB3A1",0.597810132047704,-0.0137207313606162,0.538,0.499,1
"PTK6",0.597900323905499,0.172697464558746,0.25,0.121,1
"MPDZ",0.597941396374928,-0.0477441001825598,0.173,0.252,1
"RP1-198K11.5",0.598381768541434,0.181768684148091,0.288,0.122,1
"WARS",0.598838246375068,0.129150633286878,0.308,0.237,1
"ADHFE1",0.599185230938463,-0.127850984323091,0.25,0.307,1
"ZNF74",0.599416113082944,0.168158252629438,0.25,0.131,1
"PFDN1",0.599579925726181,-0.00247988707974645,0.615,0.642,1
"AUTS2",0.599726309162346,0.118191617546152,0.327,0.281,1
"DHX9",0.599756067723531,0.119598644099682,0.788,0.693,1
"FDFT1",0.599854671113363,-0.03370127302133,0.558,0.553,1
"MITD1",0.600323820752735,0.108253451031951,0.442,0.412,1
"DBR1",0.600488973011704,-0.0444252695473648,0.231,0.265,1
"C19orf43",0.600684907865096,0.133962853303336,0.981,0.958,1
"BIRC2",0.601102064868972,0.0511089494587,0.769,0.754,1
"CLCC1",0.601401073846503,0.144066326281023,0.308,0.21,1
"UBAP2",0.601651114167175,-0.0305000573121577,0.538,0.524,1
"P4HA2",0.601657600508333,0.153675090197186,0.731,0.707,1
"ATG9A",0.60167796863108,0.107044657462374,0.385,0.272,1
"ACBD5",0.602209081313839,-0.0290951540548811,0.481,0.463,1
"TMCO3",0.602485437116315,0.144482137565026,0.635,0.616,1
"FNIP1",0.60265407652142,0.117122973351379,0.5,0.541,1
"LYRM2",0.603221564773729,-0.0319410027535154,0.654,0.619,1
"MGME1",0.603698137357662,0.015209901120199,0.462,0.52,1
"YWHAB",0.603808427980461,0.146047447917349,0.962,0.973,1
"UXS1",0.603857669914088,-0.0407610894786038,0.5,0.483,1
"GOT1",0.604257700011075,-0.0239634524071251,0.269,0.28,1
"CD164",0.604529263570045,0.177586182240374,0.885,0.969,1
"CDKN1C",0.604844842620406,0.19622385571303,0.288,0.122,1
"B4GALT2",0.605001653305935,-0.0395628498514076,0.308,0.285,1
"SLC25A11",0.605106925631394,0.0241148489548348,0.712,0.752,1
"TFG",0.605173428412735,0.0380368906446074,0.788,0.844,1
"VTI1A",0.605265339994797,0.134707878677484,0.288,0.167,1
"POLDIP2",0.605369094776825,0.119787787992564,0.769,0.693,1
"DOLPP1",0.606099422360195,0.159716478742777,0.269,0.137,1
"CLINT1",0.606225423811528,0.109090901819309,0.635,0.592,1
"NRBF2",0.606321891892734,0.123231975614935,0.673,0.595,1
"FBXO42",0.60632909723247,0.146311550331189,0.25,0.149,1
"DAG1",0.606426340740058,0.0294237603398999,0.712,0.727,1
"FAM215B",0.606503692223619,0.104821208949115,0.596,0.482,1
"AHCYL1",0.606514475792187,0.0809540609799819,0.692,0.545,1
"NNT",0.606863317999499,-0.0218163561702333,0.365,0.392,1
"WDR45B",0.606918450507057,0.141219350556026,0.885,0.816,1
"SUMF2",0.606991586537899,0.149651123676321,0.885,0.841,1
"ZG16B",0.607293146277357,0.10981927708105,0.654,0.58,1
"PLD2",0.607642421506996,0.146164394112485,0.308,0.164,1
"AHR",0.607647650826405,0.0797554358900444,0.288,0.277,1
"GALT",0.607830543973694,0.108080704214898,0.288,0.209,1
"TUBG1",0.607959050751333,0.0991129207626222,0.558,0.47,1
"NIT2",0.608452942961797,-0.0386336817378461,0.769,0.68,1
"HSD11B1L",0.60865530344596,0.108858227834305,0.346,0.266,1
"GPS2",0.608666529844606,0.108858227834305,0.346,0.327,1
"HMBS",0.608928973166143,-0.0585239389358025,0.327,0.308,1
"YTHDC1",0.609024388379715,-0.00321238814238156,0.692,0.688,1
"ALG2",0.609518329157199,-0.0125244216580709,0.5,0.482,1
"CCDC93",0.609620239606535,-0.0262404147750989,0.288,0.279,1
"MYH10",0.609642840699664,-0.0423669227281103,0.346,0.339,1
"RP11-469H8.6",0.610177062450196,-0.0327412195469037,0.25,0.288,1
"AKAP10",0.610506795348989,0.123529157205105,0.269,0.188,1
"EIF3J-AS1",0.610546566273636,0.125144378187919,0.346,0.296,1
"USP36",0.610642299053984,0.105184441685873,0.308,0.262,1
"PPM1A",0.610656746982414,-0.0196628905236568,0.596,0.541,1
"PDRG1",0.610919971566576,-0.0268587152571307,0.385,0.377,1
"RECQL4",0.611106239379038,0.163222258407359,0.269,0.175,1
"DPM2",0.611141844294733,0.132420876383144,0.846,0.813,1
"RAD23B",0.61126308490794,0.144527657783399,0.904,0.931,1
"NUP133",0.611797872529673,-0.0277804155046947,0.423,0.417,1
"CHCHD3",0.611821553207586,-0.000987552556193982,0.635,0.588,1
"CHORDC1",0.611933858590532,0.0634485752805707,0.75,0.746,1
"HOOK3",0.612455868974397,-0.0212023127300682,0.346,0.401,1
"SLC30A6",0.61252044579716,0.126857911245527,0.308,0.203,1
"ETV3",0.612827576429976,-0.0288892504845014,0.327,0.3,1
"HMGN3",0.613134813089259,0.0930239225686589,0.788,0.777,1
"LRRC47",0.61329886971477,-0.0230902454412181,0.365,0.371,1
"MPP5",0.613476867645082,-0.0234281219258354,0.25,0.257,1
"ZNF267",0.613654847633044,0.127120434227033,0.25,0.223,1
"TMED10",0.613738411687748,0.049767320671859,0.962,0.968,1
"TMEM231",0.613829135878732,-0.018510716723802,0.269,0.303,1
"SEC24A",0.61385564010585,0.155490064601324,0.308,0.186,1
"PACSIN3",0.61467916615444,0.0106778338954017,0.769,0.703,1
"FERMT1",0.614766918712894,0.208448672366828,0.25,0.102,1
"PROSC",0.614969847741062,-0.0415427610142434,0.231,0.256,1
"HIST1H2BD",0.615103788790397,0.126964694491265,0.615,0.55,1
"PIGQ",0.615158558874331,0.113220120925401,0.519,0.499,1
"RNF208",0.615331277859889,0.171024774468888,0.269,0.128,1
"PANK3",0.615414473983859,0.0903527589822319,0.365,0.284,1
"ABRACL",0.615792008322585,0.099813088231298,0.923,0.904,1
"NLN",0.615951742587866,-0.0212023127300679,0.365,0.369,1
"SDR39U1",0.616045358454439,-0.0423669227281103,0.346,0.353,1
"LBX2-AS1",0.61620234510996,0.161213632895441,0.269,0.199,1
"NFATC2IP",0.616499235945995,-0.0127296910750454,0.615,0.569,1
"G3BP1",0.616948684452347,0.109771962136107,0.827,0.689,1
"GINS2",0.617111241594559,0.19807395827001,0.25,0.214,1
"RING1",0.617382018102929,0.107374228004273,0.596,0.577,1
"PUM3",0.617468702674879,0.0600553789935632,0.692,0.585,1
"ZNF140",0.617692739395439,0.147479521861612,0.288,0.191,1
"NR2C1",0.617853328566366,0.142979689633441,0.25,0.148,1
"ZNF462",0.617939041758391,-0.0399499427007619,0.442,0.431,1
"B4GALT5",0.618083301107253,-0.0300344738356793,0.288,0.293,1
"PLXNA3",0.618231740281337,-0.0238182609370794,0.365,0.342,1
"SMAD4",0.618364245259608,-0.0180897008627323,0.558,0.528,1
"SNX27",0.618584143267751,0.129365198213807,0.615,0.618,1
"CDK12",0.618771413488059,-0.0212023127300679,0.308,0.382,1
"ZBTB33",0.61885370647983,0.166927284089835,0.25,0.114,1
"WBSCR27",0.618984553905673,-0.0233028154659223,0.269,0.275,1
"PCNA",0.619172419798044,0.125228435405597,0.654,0.591,1
"HDAC1",0.619615662274476,0.102180102775214,0.731,0.608,1
"TRAPPC6A",0.620025903533616,0.102724683651201,0.865,0.806,1
"SIRT2",0.62014532080686,0.0976155325270521,0.423,0.335,1
"TARSL2",0.620495235455976,0.114017296058069,0.327,0.209,1
"DPH5",0.620626010079374,0.0903527589822319,0.327,0.281,1
"GOLGA5",0.620627779726184,-0.00716000758309243,0.442,0.467,1
"TBC1D16",0.620770117903543,0.139775317705343,0.462,0.428,1
"CARKD",0.621133240592816,-0.0274946684127484,0.288,0.291,1
"EIF1AD",0.621388483365422,-0.0311177815951507,0.269,0.277,1
"POLD3",0.621419313093644,0.124549766552804,0.327,0.215,1
"UNKL",0.621546104588037,0.0852769950734173,0.385,0.315,1
"RIOK1",0.621619086553842,-0.0501107130494778,0.462,0.425,1
"RP11-783K16.5",0.621689279514689,0.0940538189426129,0.365,0.225,1
"SRBD1",0.62199782568906,0.189429282584683,0.269,0.106,1
"TANGO2",0.622460595322394,0.122140648053436,0.288,0.197,1
"SELENBP1",0.622563111492489,-0.0612519362907861,0.481,0.478,1
"WASH1",0.622786668989469,-0.00707411279231074,0.462,0.501,1
"HSPA14",0.622829795461197,-0.000468613970674214,0.654,0.599,1
"ZC3H13",0.62293999368959,0.00982458289055677,0.692,0.701,1
"OPA1",0.623159744617278,0.112839768527538,0.481,0.401,1
"MPZL3",0.623459339256869,0.113636764242985,0.558,0.444,1
"BYSL",0.623505233056975,-0.00166533381666389,0.635,0.612,1
"FLYWCH2",0.623751225391594,0.133362800146002,0.692,0.662,1
"TMED7",0.624538393344998,-0.00899012326532878,0.519,0.487,1
"BOK",0.624547258132261,-0.0218482473909093,0.365,0.362,1
"VIPAS39",0.624553898172598,0.161400886454129,0.25,0.139,1
"LPCAT2",0.62569771817391,0.132076937402252,0.385,0.257,1
"KEAP1",0.626086588503715,-0.0052858939477477,0.404,0.445,1
"TMBIM1",0.626162034454017,0.00541419977058211,0.865,0.769,1
"ITPKC",0.626421023245064,0.120571648398096,0.25,0.191,1
"PAPOLA",0.626598666792751,0.154954642423759,0.885,0.847,1
"DLST",0.626778477653801,-0.0367113414594167,0.192,0.261,1
"MRPL37",0.626831653759571,-0.00423921265063809,0.577,0.583,1
"RGMA",0.626854949303027,0.125450648113676,0.731,0.618,1
"LMF1",0.626905300668068,0.116161082318782,0.308,0.199,1
"DNM1L",0.626923767450144,0.0953116959963574,0.635,0.532,1
"CTD-2015G9.2",0.626979129389829,0.113461259234905,0.327,0.26,1
"CCDC97",0.627438820751196,0.128544806774614,0.288,0.205,1
"GEMIN8",0.627456407904365,0.118549650812883,0.404,0.421,1
"FASTK",0.627468706230816,0.122180901259752,0.538,0.579,1
"AFG3L2",0.62815638765,0.154675023265816,0.654,0.607,1
"CMB9-22P13.1",0.628538377617599,-0.0313423430464391,0.404,0.444,1
"ZFAND6",0.628966443679558,0.033053183740591,0.865,0.841,1
"GFER",0.629073982040156,0.00098711136152585,0.654,0.645,1
"DSCR3",0.629513822649977,0.0936683480103889,0.404,0.361,1
"CARS2",0.629580773876703,0.114949468813331,0.519,0.478,1
"COA1",0.629799771147238,0.111582865170841,0.692,0.564,1
"TMUB2",0.629801203254845,-0.000831924121595051,0.481,0.482,1
"HINT2",0.629825867288368,0.0268006777247622,0.75,0.694,1
"SORBS3",0.62986090643277,0.0923379676691514,0.327,0.283,1
"APIP",0.62996250287513,0.0895447527774708,0.481,0.435,1
"KPTN",0.629998493303796,0.154954642423759,0.25,0.117,1
"PRELID1",0.630049450380956,0.151568241983645,0.904,0.918,1
"SNHG12",0.630208060098404,0.172697464558746,0.25,0.129,1
"MANBA",0.630451278651722,0.0993257735700563,0.365,0.254,1
"KRAS",0.630658889377367,0.221343829452078,0.769,0.759,1
"HHLA3",0.630769925316566,0.109594109023884,0.288,0.253,1
"PPHLN1",0.630839464096608,0.11204337701671,0.769,0.693,1
"CBX6",0.630872863317927,-0.0165964038840125,0.673,0.571,1
"EIF4G2",0.63101397988039,0.0627823572863311,0.942,0.946,1
"PTRHD1",0.63103009224459,-0.0247879227015242,0.538,0.489,1
"CIB2",0.631045959970642,-0.0062001493908217,0.365,0.347,1
"STYXL1",0.631380637881808,0.100940634237023,0.538,0.462,1
"MAGED2",0.63153262256831,0.057637362504551,0.981,0.991,1
"EIF4ENIF1",0.631630837520449,0.111544454248412,0.308,0.215,1
"ANO6",0.631994431819703,0.122721395541341,0.308,0.233,1
"WWC1",0.632053223252066,0.133216246498512,0.269,0.192,1
"MORC3",0.632319725626572,0.103275755858329,0.327,0.254,1
"CCP110",0.632614285929303,0.139513212051556,0.25,0.182,1
"TPRG1L",0.63297393219328,0.112653434004722,0.404,0.293,1
"SMARCA5",0.632995625847161,0.100487402354763,0.558,0.525,1
"RRP1",0.633247445008372,0.099813088231298,0.558,0.549,1
"TYMS",0.633328670170485,0.23915583281958,0.288,0.197,1
"SHTN1",0.633430532490944,0.102952795761865,0.442,0.42,1
"NXT2",0.633462906271003,0.12121623625939,0.269,0.231,1
"C16orf91",0.633590363924091,0.00410501299449173,0.615,0.59,1
"MED27",0.633609902614748,0.095953892775663,0.404,0.381,1
"MAFF",0.633889400666765,0.0337238977735252,0.5,0.515,1
"MYO1D",0.633897091515434,0.140970412988058,0.288,0.198,1
"PGGT1B",0.634169349736096,0.110371279929874,0.327,0.234,1
"MTR",0.634199844461553,0.0936683480103889,0.462,0.357,1
"EFS",0.634253754129525,0.0947997691919239,0.385,0.327,1
"FN1",0.634321179274016,0.277228600849362,0.308,0.226,1
"ACO1",0.63438723581978,0.130011344284401,0.308,0.192,1
"RNF111",0.634396542511214,0.141172117992355,0.25,0.183,1
"HIVEP1",0.634466962225918,0.128201914818074,0.269,0.163,1
"ADCK4",0.634704568271674,0.104328569353791,0.327,0.23,1
"ZC3H11A",0.634735340189077,-0.00641253426362765,0.75,0.742,1
"BNIP2",0.634742070565596,0.108858227834305,0.673,0.604,1
"CCNL2",0.634925429963693,0.0839217154614065,0.423,0.338,1
"ZDHHC18",0.635060594706859,0.100829428562791,0.269,0.229,1
"RBM22",0.635133403273556,-0.0118786476255542,0.5,0.499,1
"STX8",0.635304965292854,0.10931966875968,0.615,0.564,1
"NT5DC3",0.635521738682857,0.106942552289403,0.288,0.21,1
"CTB-50L17.10",0.635546063485029,0.107811659024616,0.596,0.509,1
"SSBP4",0.635922962801961,-0.00336617477776935,0.404,0.432,1
"CSDE1",0.636094437161188,0.059606765836278,0.962,0.95,1
"MB21D1",0.636220238923297,0.116973639389481,0.269,0.229,1
"H6PD",0.636536924846659,0.110723862441748,0.327,0.242,1
"ZNF791",0.636583425546323,0.107940969114698,0.462,0.393,1
"SPECC1L",0.636696936333535,0.161400886454129,0.269,0.125,1
"C11orf49",0.636804287812324,-0.0219446307505045,0.25,0.254,1
"PSEN1",0.637253516373819,0.0780795662840164,0.423,0.357,1
"ZC3H7B",0.637350297216121,0.108080704214898,0.288,0.217,1
"XPNPEP3",0.637574878392552,-0.0205206708365047,0.327,0.328,1
